Sales Person,Country,Product,Date,Amount ($),Boxes Shipped
Diogo Monteiro,Thailand,Skinceuticals Physical Fusion UV Defense SPF 50 30g,2021-09-24,45211.84,440
Diogo Oliveira,Brazil,CeraVe AM Facial Moisturising Lotion SPF25 60ml,2022-03-17,230.28,74
Margarida Pereira,Germany,Estée Lauder Nutritious Super-Pomegranate Radiant Energy Eye Jelly 15ml,2020-09-21,2030.35,23
Diogo Martins,Italy,Skinceuticals Discoloration Defense Serum 60ml,2024-09-26,6125.0,138
Afonso Vieira,Chile,The Ordinary Retinol 0.5% in Squalane 250ml,2023-04-11,1719.25,69
Laura Fernandes,Sweden,La Roche-Posay Lipikar Balm AP+ 125ml,2021-06-13,7310.16,104
Maria Fernandes,Sweden,Bioderma Nodé Detox Shampoo 20ml,2024-02-28,8303.44,80
Francisco Mendes,Mexico,La Roche-Posay Hyalu B5 Serum 50ml,2020-04-20,776.49,10
Inês Cardoso,Thailand,Skinceuticals Discoloration Defense Serum 56.7g,2020-04-08,12727.82,321
Inês Martins,Thailand,Pixi Glow Tonic 15ml,2021-12-16,12412.49,123
Laura Soares,Argentina,Bioderma Sensibio H2O Micellar Water 30ml,2022-04-04,1782.74,61
Ana Moreira,Poland,The Ordinary Salicylic Acid 2% Solution 15ml,2021-12-15,3399.94,135
Martim Ferreira,Thailand,Neutrogena Ultra Sheer Dry-Touch Sunscreen SPF 50+ 125ml,2021-03-26,5240.92,134
Afonso Martins,Argentina,First Aid Beauty FAB Skin Lab Resurfacing Liquid 10% AHA 56.7g,2021-03-17,10088.69,117
Tomás Neves,Poland,Paula's Choice SKIN RECOVERY Replenishing Moisturizer 100ml,2021-08-25,322.35,86
Leonor Martins,Chile,Clinique Take The Day Off Cleansing Balm 30ml,2020-12-22,1965.31,83
Afonso Martins,Germany,La Roche-Posay Anthelios Invisible Fluid SPF50+ 40ml,2023-10-10,11003.18,159
Tiago Jesus,Netherlands,Kiehl's Calendula Serum-Infused Water Cream 60ml,2022-03-11,3565.27,34
Ana Ferreira,Poland,Bioderma Nodé Detox Shampoo 50ml,2020-04-19,3081.34,45
Diogo Costa,Thailand,Pixi Hydrating Milky Serum 340g,2020-03-11,7325.37,80
Francisco Mendes,Singapore,CeraVe Healing Ointment 250ml,2021-05-09,3273.87,257
Catarina Neves,Mexico,First Aid Beauty FAB Skin Lab Resurfacing Liquid 10% AHA 75ml,2020-09-04,5969.77,127
Sara Mendes,China,La Roche-Posay Effaclar Mat Moisturiser 100ml,2023-09-08,1686.05,34
Gonçalo Ferreira,Chile,Kiehl's Creamy Eye Treatment with Avocado 200ml,2020-11-03,3214.92,261
João Martins,Spain,CeraVe PM Facial Moisturising Lotion 40ml,2021-06-27,7150.61,84
Maria Coelho,Germany,CeraVe PM Facial Moisturising Lotion 150ml,2024-12-04,11378.63,137
Maria Moreira,Canada,Clinique Turnaround Overnight Revitalizing Moisturizer 100ml,2022-04-06,450.7,34
Pedro Ferreira,Japan,The Ordinary Retinol 0.5% in Squalane 150ml,2024-12-01,6518.19,98
Sofia Jesus,Poland,The Ordinary Hyaluronic Acid 2% + B5 30ml,2020-05-14,2231.2,112
Mariana Martins,Netherlands,Pixi Vitamin-C Juice Cleanser 60ml,2022-07-12,2525.22,329
João Neves,Mexico,Olay Luminous Whip Face Moisturiser 60ml,2023-09-14,3367.75,132
Leonor Rodrigues,Poland,Skinceuticals C E Ferulic Serum 150ml,2022-03-03,1781.64,40
Leonor Marques,Brazil,Avène Cicalfate+ Restorative Protective Cream 75ml,2020-05-17,674.44,11
João Cardoso,Germany,Pixi Retinol Tonic 100ml,2021-10-31,5232.99,108
Beatriz Ferreira,Argentina,Estée Lauder Re-Nutriv Ultimate Lift Age-Correcting Crème 200ml,2024-06-03,9589.4,124
Mariana Soares,Indonesia,Estée Lauder Advanced Night Repair Serum 75ml,2024-06-01,10622.72,133
Catarina Martins,Brazil,The Ordinary Glycolic Acid 7% Toning Solution 75ml,2020-04-09,15926.01,198
Inês Nunes,Italy,REN Clean Skincare Radiance Perfection Serum 56.7g,2023-11-17,14362.42,230
Clara Cardoso,France,Bioderma Sebium Pore Refiner 340g,2020-09-04,13940.28,142
Martim Rodrigues,Brazil,REN Clean Skincare V-Cense Revitalising Eye Cream 30g,2023-10-03,11155.41,146
Tiago Cardoso,Poland,Bioderma Hydrabio Gel-Crème 60ml,2023-04-18,23449.39,336
Lucas Santos,Netherlands,La Roche-Posay Cicaplast Baume B5 250ml,2024-07-06,2948.22,159
Afonso Oliveira,Netherlands,First Aid Beauty Hello FAB Coconut Skin Smoothie Priming Moisturizer 20ml,2024-03-12,5053.84,99
João Martins,Colombia,La Roche-Posay Effaclar Mat Moisturiser 75ml,2021-05-23,34959.95,330
Rodrigo Cruz,China,Sunday Riley Saturn Sulfur Acne Treatment Mask 150ml,2024-09-23,15142.92,145
Maria Coelho,Thailand,Olay Retinol24 Night Moisturizer 30g,2020-01-21,1541.32,20
Inês Monteiro,Germany,Avène Eau Thermale Spray 40ml,2024-04-16,7380.69,105
Ana Vieira,Philippines,First Aid Beauty Hello FAB Coconut Skin Smoothie Priming Moisturizer 20ml,2023-12-17,6277.42,80
Matilde Moreira,China,COSRX AC Collection Lightweight Soothing Moisturizer 50ml,2021-07-26,34684.56,402
Leonor Pinto,Argentina,First Aid Beauty Hello FAB Coconut Skin Smoothie Priming Moisturizer 340g,2020-11-12,8773.95,116
Diogo Cardoso,United States,CeraVe Skin Renewing Night Cream 20ml,2023-02-17,938.62,54
Margarida Teixeira,Netherlands,Kiehl's Powerful-Strength Line-Reducing Concentrate 100ml,2020-08-22,1129.82,103
Rodrigo Jesus,Singapore,Sunday Riley Luna Sleeping Night Oil 50ml,2021-05-14,10532.56,230
Afonso Jesus,United Kingdom,The Ordinary Glycolic Acid 7% Toning Solution 125ml,2023-05-15,6752.12,317
Gonçalo Ferreira,Sweden,First Aid Beauty Ultra Repair Tinted Moisturizer SPF 30 30ml,2022-10-30,4987.34,144
Carolina Ferreira,Philippines,Avène Cicalfate+ Restorative Protective Cream 40ml,2020-08-21,2525.14,115
Martim Cardoso,Chile,REN Clean Skincare Evercalm Global Protection Day Cream 60ml,2022-04-15,479.04,58
Lucas Rodrigues,India,Skinceuticals Metacell Renewal B3 340g,2022-05-28,6588.25,115
Dinis Pereira,Japan,Kiehl's Creamy Eye Treatment with Avocado 100ml,2021-05-14,11676.14,120
Pedro Pereira,United Kingdom,CeraVe Hydrating Cleanser 200ml,2024-09-10,1689.22,44
Ana Monteiro,Germany,Tatcha The Clarifying Clay Mask 125ml,2023-10-13,7740.5,75
Tomás Rodrigues,Indonesia,Olay Super Serum 5-in-1 340g,2023-08-12,1704.69,15
Francisco Almeida,United Kingdom,Clinique Take The Day Off Cleansing Balm 340g,2021-05-19,1645.1,31
Tomás Almeida,South Korea,CeraVe AM Facial Moisturising Lotion SPF25 100ml,2020-10-22,797.12,38
Clara Cardoso,China,First Aid Beauty Eye Duty Triple Remedy AM Gel Cream 340g,2020-05-23,25183.49,289
Martim Marques,Mexico,Drunk Elephant Lala Retro Whipped Cream 100ml,2024-10-24,3499.29,53
Lucas Ribeiro,Poland,Neutrogena Cellular Boost Concentrate Serum 200ml,2021-12-01,20918.71,243
Gonçalo Fernandes,Poland,Drunk Elephant C-Firma Fresh Day Serum 125ml,2022-02-23,1472.96,38
Laura Carvalho,Canada,Avène XeraCalm A.D Lipid-Replenishing Cream 50ml,2020-05-30,1826.75,26
Dinis Carvalho,Argentina,REN Clean Skincare Clean Screen Mineral SPF30 30ml,2023-12-08,32184.17,272
Catarina Monteiro,Brazil,REN Clean Skincare Evercalm Global Protection Day Cream 56.7g,2020-06-05,2529.54,49
Tomás Rodrigues,United States,Paula's Choice CLINICAL 1% Retinol Treatment 200ml,2021-07-03,21513.76,380
Gonçalo Coelho,Sweden,Olay Regenerist Collagen Peptide24 Serum 20ml,2024-11-03,5815.97,180
Rafael Vieira,Germany,Clinique Repairwear Laser Focus Eye Cream 250ml,2020-04-19,643.25,35
Sofia Nunes,Poland,La Roche-Posay Cicaplast Baume B5 60ml,2024-07-25,8095.85,90
Rodrigo Pinto,Netherlands,Neutrogena Hydro Boost Water Gel 125ml,2020-02-21,2836.68,87
Rafael Pereira,Philippines,First Aid Beauty FAB Skin Lab Resurfacing Liquid 10% AHA 20ml,2024-04-07,4405.12,119
Tomás Neves,Sweden,First Aid Beauty FAB Skin Lab Resurfacing Liquid 10% AHA 250ml,2020-01-31,5317.1,57
Rafael Pereira,Thailand,Sunday Riley Auto Correct Brightening and Depuffing Eye Contour Cream 340g,2022-03-12,780.54,44
Francisco Almeida,India,Skinceuticals A.G.E. Eye Complex 40ml,2020-05-10,5376.57,90
Guilherme Costa,Colombia,Clinique Even Better Clinical Radical Dark Spot Corrector 40ml,2021-12-12,2142.99,103
Rodrigo Pinto,Brazil,Neutrogena Hydro Boost Eye Gel-Cream 50ml,2020-03-09,10914.49,92
Tomás Rodrigues,Netherlands,COSRX Advanced Snail 96 Mucin Power Essence 100ml,2024-06-23,6228.24,217
Sara Cruz,France,Skinceuticals Physical Fusion UV Defense SPF 50 20ml,2024-09-21,18590.35,196
João Neves,Poland,Kiehl's Creamy Eye Treatment with Avocado 340g,2023-06-05,14714.32,172
Mariana Soares,Philippines,The Ordinary AHA 30% + BHA 2% Peeling Solution 75ml,2024-10-16,11082.13,98
Tomás Martins,United Kingdom,Sunday Riley Ice Ceramide Moisturizing Cream 30g,2022-09-11,1512.67,39
Lucas Costa,India,CeraVe Hydrating Cleanser 56.7g,2020-07-10,1796.27,48
João Vieira,Colombia,Kiehl's Calendula Serum-Infused Water Cream 60ml,2021-08-28,7558.3,117
Tomás Neves,Poland,Clinique Repairwear Laser Focus Eye Cream 60ml,2024-02-01,1159.93,17
João Nunes,Brazil,The Ordinary Buffet Multi-Technology Peptide Serum 40ml,2020-10-28,7703.68,86
Gonçalo Rodrigues,United Kingdom,Tatcha The Essence Plump Skin Softener 30g,2022-05-11,1433.5,17
Rafael Gomes,Netherlands,The Ordinary Hyaluronic Acid 2% + B5 15ml,2022-09-09,1930.03,96
Francisco Mendes,Mexico,La Roche-Posay Toleriane Double Repair Moisturiser 250ml,2021-04-30,5991.51,66
Dinis Pereira,Argentina,Skinceuticals Physical Fusion UV Defense SPF 50 100ml,2024-12-25,854.68,12
Maria Fernandes,Colombia,Skinceuticals C E Ferulic Serum 150ml,2024-10-18,11934.0,364
Rafael Vieira,India,Kiehl's Clearly Corrective Dark Spot Solution 50ml,2023-03-09,3613.74,99
Sara Fernandes,Chile,Murad Retinol Youth Renewal Serum 30ml,2022-04-30,1945.77,120
Joana Fernandes,Chile,Tatcha The Rice Polish Foaming Enzyme Powder 200ml,2020-01-08,11435.41,141
Maria Correia,Italy,First Aid Beauty Ultra Repair Firming Collagen Cream 30g,2024-02-02,12719.26,357
Sofia Martins,Germany,Neutrogena Norwegian Formula Face Cream 340g,2023-05-01,288.7,11
Lucas Santos,India,Murad Cellular Hydration Barrier Repair Cream 15ml,2023-04-28,15939.45,225
Martim Ferreira,China,Drunk Elephant A-Passioni Retinol Cream 125ml,2023-08-13,6925.03,160
Laura Mendes,South Korea,Pixi Overnight Glow Serum 40ml,2021-08-07,12069.86,525
Guilherme Costa,China,Skinceuticals Phyto Corrective Gel 150ml,2023-10-18,5583.48,75
Maria Fernandes,France,Neutrogena Ultra Sheer Dry-Touch Sunscreen SPF 50+ 56.7g,2024-02-21,10226.24,120
Beatriz Marques,Netherlands,CeraVe Eye Repair Cream 60ml,2020-01-18,1936.36,42
Pedro Pereira,China,Sunday Riley Ice Ceramide Moisturizing Cream 100ml,2023-10-29,1925.13,134
Afonso Almeida,Spain,COSRX Balancium B5 Biome Comfort Cream 20ml,2024-12-12,27619.34,343
Pedro Sousa,Spain,Estée Lauder Advanced Night Repair Serum 56.7g,2021-02-01,1405.34,47
Laura Carvalho,Netherlands,REN Clean Skincare Perfect Canvas Clean Primer 20ml,2022-08-15,15948.74,143
Afonso Monteiro,Mexico,La Roche-Posay Toleriane Double Repair Moisturiser 20ml,2023-02-15,5694.12,288
Francisco Almeida,Thailand,REN Clean Skincare Clean Screen Mineral SPF30 56.7g,2023-08-20,9299.42,122
Laura Soares,Japan,CeraVe AM Facial Moisturising Lotion SPF25 56.7g,2023-03-03,1551.55,54
Pedro Santos,China,Pixi Retinol Tonic 60ml,2021-10-31,8525.84,74
Carolina Vieira,United States,Avène Eau Thermale Spray 40ml,2024-01-09,4217.64,155
Catarina Monteiro,Italy,Drunk Elephant B-Hydra Intensive Hydration Serum 20ml,2023-03-16,7800.87,143
Tiago Jesus,Canada,Murad Vita-C Glycolic Brightening Serum 40ml,2024-05-23,12481.11,113
Ana Vieira,United States,CeraVe AM Facial Moisturising Lotion SPF25 20ml,2021-11-08,13488.78,197
Martim Rodrigues,Germany,CeraVe AM Facial Moisturising Lotion SPF25 30g,2022-12-14,11943.93,136
Ana Ferreira,Mexico,Olay Super Serum 5-in-1 56.7g,2024-07-02,7550.02,159
Laura Pereira,Canada,REN Clean Skincare Vita Mineral Active 7 Eye Gel 340g,2023-10-31,5333.75,63
Mariana Soares,France,Tatcha The Clarifying Clay Mask 50ml,2024-10-31,1443.99,82
Rodrigo Jesus,China,CeraVe Skin Renewing Night Cream 150ml,2022-05-05,32288.12,290
Inês Ferreira,Argentina,Neutrogena Bright Boost Gel Cream 60ml,2024-03-22,3894.16,145
Tomás Martins,United Kingdom,Bioderma Sensibio Light Soothing Cream 56.7g,2023-05-22,5130.52,69
Mariana Martins,India,Bioderma Atoderm Intensive Baume 30g,2021-08-22,7379.44,69
Beatriz Cardoso,South Korea,Skinceuticals A.G.E. Eye Complex 40ml,2022-08-15,24580.75,234
Tomás Martins,Netherlands,Sunday Riley UFO Ultra-Clarifying Face Oil 100ml,2023-07-09,3699.12,98
Sara Mendes,Poland,Clinique All About Eyes Rich 20ml,2023-11-10,24470.35,503
Maria Coelho,Brazil,Tatcha The Indigo Overnight Repair Treatment 250ml,2021-02-28,7022.66,130
Catarina Correia,Colombia,Olay Retinol24 Night Moisturizer 30g,2022-12-05,3548.92,64
Maria Coelho,Germany,Neutrogena Bright Boost Gel Cream 15ml,2020-04-16,12487.83,133
Diogo Cardoso,Poland,Estée Lauder Revitalizing Supreme+ Moisturizer 56.7g,2023-08-29,22411.29,429
Ana Ferreira,France,First Aid Beauty Ultra Repair Firming Collagen Cream 30ml,2022-06-07,2201.64,32
Joana Oliveira,India,Estée Lauder DayWear Multi-Protection Anti-Oxidant 24H Moisturizer SPF15 125ml,2024-06-01,2056.97,37
Carolina Vieira,Japan,First Aid Beauty Hello FAB Coconut Skin Smoothie Priming Moisturizer 100ml,2024-02-05,14737.18,144
Sara Almeida,China,Drunk Elephant T.L.C. Framboos Glycolic Night Serum 15ml,2023-06-22,29253.14,347
Tomás Correia,United States,Bioderma Hydrabio Gel-Crème 56.7g,2021-05-24,2132.65,22
Lucas Ribeiro,Mexico,Tatcha The Dewy Skin Cream 60ml,2024-09-26,3202.66,166
Afonso Monteiro,Canada,Avène Eau Thermale Spray 56.7g,2020-06-28,1219.2,36
Ana Ferreira,Thailand,Avène Cleanance Expert Emulsion 50ml,2021-07-29,4450.47,79
Dinis Silva,Germany,COSRX Balancium B5 Biome Comfort Cream 125ml,2022-03-10,13199.4,150
Maria Ferreira,Sweden,Sunday Riley Luna Sleeping Night Oil 40ml,2021-10-01,796.77,48
Rodrigo Pereira,Indonesia,Drunk Elephant A-Passioni Retinol Cream 60ml,2023-03-19,10407.39,101
Ana Teixeira,Thailand,Tatcha The Water Cream 30ml,2021-02-20,897.21,12
Clara Gomes,Thailand,Bioderma Sebium Pore Refiner 150ml,2021-04-01,10551.59,117
Francisco Jesus,Singapore,Olay Regenerist Collagen Peptide24 Serum 200ml,2022-01-02,31878.16,272
Ana Vieira,United States,COSRX Oil-Free Ultra-Moisturizing Lotion 200ml,2024-08-10,1253.98,33
Inês Cardoso,Thailand,Kiehl's Midnight Recovery Concentrate 250ml,2022-02-12,31798.03,389
Laura Mendes,Spain,Kiehl's Creamy Eye Treatment with Avocado 340g,2023-09-27,6443.01,61
Sofia Mendes,Brazil,The Ordinary Salicylic Acid 2% Solution 250ml,2021-08-31,3314.57,57
Ana Monteiro,India,Tatcha The Eye Concentrate 125ml,2024-09-05,4061.35,56
Lucas Ribeiro,Sweden,Skinceuticals Discoloration Defense Serum 50ml,2023-07-11,17865.75,325
Rafael Pereira,Mexico,REN Clean Skincare V-Cense Revitalising Eye Cream 150ml,2023-08-31,2274.62,72
Ana Moreira,Thailand,Pixi Skintreats Rose Caviar Eye Cream 250ml,2021-01-19,11557.67,100
João Neves,South Korea,First Aid Beauty KP Bump Eraser Body Scrub 15ml,2023-10-14,9235.4,102
Margarida Pereira,Philippines,Skinceuticals Physical Fusion UV Defense SPF 50 200ml,2024-06-05,18219.11,344
Diogo Rodrigues,Philippines,Murad AHA/BHA Exfoliating Cleanser 200ml,2023-02-12,2386.56,22
Laura Costa,India,Bioderma Pigmentbio C-Concentrate Brightening Serum 200ml,2024-11-30,6505.33,116
Sofia Carvalho,Italy,La Roche-Posay Effaclar Mat Moisturiser 56.7g,2021-04-02,8408.84,74
Rafael Mendes,Mexico,The Ordinary Buffet Multi-Technology Peptide Serum 30g,2021-07-14,5024.05,100
Clara Ferreira,Singapore,The Ordinary Buffet Multi-Technology Peptide Serum 340g,2023-02-18,75.79,14
Tiago Cardoso,Canada,Sunday Riley C.E.O. 15% Vitamin C Brightening Serum 15ml,2022-01-20,3509.57,34
Maria Ferreira,Indonesia,Avène Cleanance Expert Emulsion 50ml,2020-12-22,7633.82,76
Miguel Ferreira,United States,Tatcha The Rice Polish Foaming Enzyme Powder 150ml,2023-07-20,5095.48,76
Rodrigo Soares,Sweden,Drunk Elephant Protini Polypeptide Cream 250ml,2021-10-08,20019.19,178
Martim Marques,Colombia,Avène Eau Thermale Spray 60ml,2022-08-30,7487.33,86
Afonso Vieira,Thailand,Neutrogena Ultra Sheer Dry-Touch Sunscreen SPF 50+ 100ml,2023-03-14,3862.28,66
Catarina Martins,South Korea,Murad Retinol Youth Renewal Serum 125ml,2023-06-05,2317.61,55
Carolina Marques,Chile,Avène Retrinal+ 0.1 Intensive Cream 30g,2020-09-07,1106.7,22
Clara Gomes,China,Estée Lauder Re-Nutriv Ultimate Lift Age-Correcting Crème 200ml,2024-05-30,939.18,11
Inês Cardoso,Thailand,Drunk Elephant C-Firma Fresh Day Serum 60ml,2021-07-15,13558.48,125
Mariana Teixeira,Canada,Avène Antirougeurs Jour Redness Relief Cream 150ml,2023-07-03,4735.51,81
Afonso Vieira,India,Neutrogena Hydro Boost Eye Gel-Cream 40ml,2023-04-26,4641.05,123
João Nunes,Poland,Skinceuticals B5 Gel Hydrating Serum 20ml,2022-06-22,13925.31,197
Leonor Jesus,Indonesia,Olay Regenerist Micro-Sculpting Cream 20ml,2024-11-03,2342.67,77
Laura Costa,Sweden,Olay Super Serum 5-in-1 40ml,2021-10-28,4125.6,50
Joana Santos,Poland,Avène Cicalfate+ Restorative Protective Cream 60ml,2022-09-22,4124.87,58
Diogo Cardoso,Poland,Avène Cleanance Expert Emulsion 125ml,2022-08-29,3628.66,64
Margarida Oliveira,Argentina,Olay Vitamin C + Peptide 24 Face Moisturizer 56.7g,2021-05-12,30288.18,322
Gonçalo Fernandes,Sweden,Paula's Choice CLINICAL 1% Retinol Treatment 200ml,2023-01-07,5166.8,59
Lucas Rodrigues,Thailand,Kiehl's Creamy Eye Treatment with Avocado 20ml,2021-07-03,4686.1,331
Inês Nunes,Colombia,CeraVe Hydrating Cleanser 100ml,2022-10-29,27914.82,321
Laura Carvalho,Mexico,REN Clean Skincare Clean Screen Mineral SPF30 20ml,2024-01-02,593.65,95
Matilde Cruz,South Korea,Sunday Riley UFO Ultra-Clarifying Face Oil 15ml,2024-09-17,1688.43,116
Carolina Pereira,Italy,Drunk Elephant T.L.C. Framboos Glycolic Night Serum 125ml,2023-10-24,84.94,15
Dinis Silva,South Korea,COSRX Advanced Snail 92 All in One Cream 250ml,2021-10-06,2422.53,85
Matilde Moreira,United States,Sunday Riley UFO Ultra-Clarifying Face Oil 40ml,2021-03-21,1855.96,135
Lucas Costa,Singapore,Estée Lauder Revitalizing Supreme+ Moisturizer 75ml,2020-05-10,4799.24,54
Ana Moreira,United States,Avène Antirougeurs Jour Redness Relief Cream 40ml,2023-01-19,7752.12,121
Diogo Ribeiro,India,Kiehl's Clearly Corrective Dark Spot Solution 340g,2021-09-30,4990.11,137
Tiago Gomes,United States,Neutrogena Cellular Boost Concentrate Serum 30g,2022-04-09,24412.96,266
Diogo Rocha,Italy,Avène Eau Thermale Spray 40ml,2020-11-06,2984.08,40
João Nunes,Philippines,Estée Lauder Perfectly Clean Multi-Action Foam Cleanser 30ml,2021-06-29,17900.21,192
Afonso Martins,Sweden,Estée Lauder DayWear Multi-Protection Anti-Oxidant 24H Moisturizer SPF15 250ml,2022-09-03,6491.37,142
Tomás Almeida,Indonesia,Sunday Riley Ice Ceramide Moisturizing Cream 30ml,2022-11-11,30078.93,308
Afonso Sousa,Italy,CeraVe PM Facial Moisturising Lotion 60ml,2020-01-07,26038.87,418
Tomás Martins,Brazil,Skinceuticals A.G.E. Eye Complex 75ml,2020-05-03,2393.57,44
Francisco Mendes,Indonesia,Skinceuticals Phyto Corrective Gel 250ml,2021-09-07,1333.13,20
Tiago Jesus,France,Kiehl's Calendula Serum-Infused Water Cream 30g,2024-12-04,852.5,50
Inês Ribeiro,Chile,Drunk Elephant C-Firma Fresh Day Serum 15ml,2022-03-01,26478.25,310
Leonor Marques,Spain,Kiehl's Super Multi-Corrective Anti-Aging Face & Neck Cream 100ml,2022-09-11,14143.11,143
Rodrigo Pereira,United States,The Ordinary Buffet Multi-Technology Peptide Serum 60ml,2022-10-13,6366.86,112
Diogo Neves,India,Neutrogena Cellular Boost Concentrate Serum 100ml,2024-11-06,1913.91,26
Ana Moreira,France,First Aid Beauty FAB Skin Lab Resurfacing Liquid 10% AHA 50ml,2021-12-19,767.65,20
Ana Ferreira,Sweden,Bioderma Atoderm Intensive Baume 150ml,2021-10-15,10248.72,401
Martim Teixeira,Poland,Paula's Choice EARTH SOURCED Antioxidant-Enriched Natural Moisturizer 56.7g,2021-04-15,17773.36,184
Gonçalo Fernandes,United Kingdom,Tatcha The Rice Polish Foaming Enzyme Powder 150ml,2023-04-16,10402.11,111
Margarida Silva,Japan,CeraVe Eye Repair Cream 340g,2022-02-10,9360.09,127
Dinis Ferreira,South Korea,Tatcha The Silk Cream 30g,2022-09-05,7516.86,70
Pedro Ferreira,Thailand,Skinceuticals Metacell Renewal B3 150ml,2020-09-15,5779.15,55
Tomás Martins,Thailand,Clinique All About Eyes Rich 340g,2023-08-11,4500.67,147
Diogo Martins,Germany,Kiehl's Midnight Recovery Concentrate 150ml,2022-05-16,1038.77,23
Tiago Cardoso,Indonesia,Tatcha The Dewy Skin Cream 100ml,2023-03-08,17384.04,161
Sofia Mendes,Sweden,Skinceuticals Metacell Renewal B3 40ml,2023-05-13,4420.25,71
Rafael Gomes,Canada,Drunk Elephant A-Passioni Retinol Cream 20ml,2020-05-31,1622.3,38
Joana Teixeira,Argentina,The Ordinary Glycolic Acid 7% Toning Solution 56.7g,2024-03-17,4343.86,106
Matilde Teixeira,Mexico,The Ordinary Glycolic Acid 7% Toning Solution 15ml,2021-11-25,4520.63,149
Clara Gomes,France,Bioderma Pigmentbio C-Concentrate Brightening Serum 40ml,2024-05-27,13019.0,114
Matilde Moreira,Thailand,COSRX AC Collection Lightweight Soothing Moisturizer 40ml,2023-03-02,2086.0,49
Maria Ferreira,Mexico,COSRX Oil-Free Ultra-Moisturizing Lotion 40ml,2022-11-23,4789.66,142
Mariana Soares,Japan,Pixi Retinol Tonic 30g,2021-08-15,1157.14,14
Guilherme Costa,Brazil,Tatcha The Indigo Overnight Repair Treatment 200ml,2022-01-20,411.71,21
Afonso Vieira,Poland,First Aid Beauty Ultra Repair Cream 200ml,2023-07-12,5505.38,71
Sofia Mendes,Indonesia,Murad Hydro-Dynamic Ultimate Moisture 56.7g,2023-11-17,28632.58,459
Mariana Cruz,Mexico,Drunk Elephant Virgin Marula Luxury Face Oil 15ml,2021-04-26,537.7,10
Catarina Neves,Singapore,CeraVe Hydrating Cleanser 200ml,2021-10-05,3134.58,85
